No.,Cod.,"Centro de Costo","Punto BI",Agencia,Ubicación,Dirección,"Tiempo de respuesta","Base de Patrullaje","Patrullaje Para Abastecimiento","TIEMPO DE RESPUESTA (MN)","SECTOR OPERATIVO",VALORES
699,C476,08.3.150,CAJERO,"ATM NUEVA SANTA ROSA (C476) AGENCIA",DEPARTAMENTAL,"0 avenida 6ta y 7ma calle zona 2 Nueva Santa Rosa",0:35:00,"Agencia Barberena",NO,"Sin Cobertura",,EBANO
700,C477,08.5.104,CAJERO,"ATM INTECAP ZONA 7 (C477) PROSEGUR",LOCAL,"14 Calle 31-30 Zona 7, Ciudad de Plata",0:10:00,"San Juan",NO,"Sin Cobertura",,EBANO
701,C478,08.4.112,CAJERO,"ATM COMERCIAL LAS VICTORIAS (C478) FORZA",LOCAL,"C.c. Las Victorias km. 38 carretera pacifico palin",0:15:00,Amatitlán,NO,"Sin Cobertura",,EBANO
702,C480,08.4.119,CAJERO," ATM TEXACO CUEVAS (C480) FORZA",DEPARTAMENTAL,"Ruta CA-9 Aldea Tecojaz entrada a Huehuetenango",0:10:00,"Agencia Ebano Huehuetenango",NO,"Sin Cobertura",,EBANO
703,C481,08.4.307,CAJERO,"ATM C.C. METROSUR (C481) FORZA",LOCAL,"Calz. Ag. Batres 44-22 Zona 11",0:10:00,"Shell Mariscal",NO,"Sin Cobertura",,EBANO
704,C482,08.4.116,CAJERO,"ATM TEXACO MINERVA (C482) FORZA",DEPARTAMENTAL,"Avenida las americas 9-30 z.9 Quetzaltenango",0:10:00,"Agencia Xela",NO,"Sin Cobertura",,EBANO
705,C483,08.4.117,CAJERO,"ATM TEXACO LAS ROSAS (C483) FORZA",DEPARTAMENTAL,"7av. 17-97 zona 5 Xela",0:10:00,"Agencia Xela",NO,"Sin Cobertura",,EBANO
706,C484,08.4.118,CAJERO,"ATM TEXACO SALCAJA (C484) FORZA",DEPARTAMENTAL,"Km 190.5 Carretera Interamericana, Salcaja, Quetza",0:25:00,"Agencia Xela",NO,"Sin Cobertura",,EBANO
707,C485,08.4.113,CAJERO,"ATM PASEO VILLA HERMOSA (C485) PROSEGUR",LOCAL,"23 Calle 18-96 Zona 7 San Miguel Petapa.",0:20:00,"Base Villa Nueva",NO,"Sin Cobertura",,EBANO
708,C487,08.5.111,CAJERO,"ATM NUEVA ESPERANZA (C487) FORZA",LOCAL,"KM.38  Carretera al Pacifico, de sur a norte, Palín",0:30:00,"Base Villa Nueva",NO,"Sin Cobertura",,EBANO
709,C488,08.3.155,CAJERO,"ATM SAN NICOLAS XELA (C488) AGENCIA",DEPARTAMENTAL,"17av. 2-41 z.3 Xela",0:10:00,"Agencia Xela",SI,"Sin Cobertura",,EBANO
710,C489,08.5.106,CAJERO,"ATM BAYER (C489) QSA",LOCAL,"km.14.5 carretera Roosevelt z.7",0:10:00,"Agencia Central",NO,"Sin Cobertura",,EBANO
711,C490,08.5.109,CAJERO,"ATM LOS ESPARRAGOS (C490) FORZA",LOCAL,"Km. 28.5 carr. pacifico condominio los esparragos",0:30:00,"Base Villa Nueva",NO,"Sin Cobertura",,EBANO
712,C491,08.5.110,CAJERO,"ATM FLOR DEL CAMPO  (C491) AGENCIA",LOCAL,"Km 30.2 Carretera al Pacífico de sur a norte.",0:30:00,"Base Villa Nueva",NO,"Sin Cobertura",,EBANO
713,C492,08.3.152,CAJERO,"ATM ATLANTICO (C492) AGENCIA",LOCAL,"Km. 5 Carretera al Atlántico Centro Comercial Metro Norte zona 17",0:10:00,"Base Shell Norte",NO,"Sin Cobertura",,EBANO
714,C494,08.4.115,CAJERO,"ATM LA TORRE ESCALA (C494) FORZA",LOCAL,"Km 14.5 Carretera a El Salvador, Aldea Puerta Parada zona 7 del municipio de Santa Catarina Pínula departamento de Guatemala",0:15:00,Condado,NO,0.006944444,Londres,EBANO
715,C495,08.3.156,CAJERO,"ATM FRAY BARTOLOME DE LAS CASAS (C495) AGENCIA",DEPARTAMENTAL,"Calle principal, No. 386 Fray barlolome de las cas",2:30:00,"Agencia Coban",NO,"Sin Cobertura",,EBANO
716,C496,08.3.157,CAJERO,"ATM BOLIVAR (C496) AGENCIA",LOCAL,"Av. Bolívar 29-69 Zona 8",0:10:00,Bolivar,NO,"Sin Cobertura",,EBANO
717,C498,08.3.161,CAJERO,"ATM AMERICAS MAZATE (C498) AGENCIA",DEPARTAMENTAL,"Km. 158 carretera al Pacifico  C.C. Americas Mazatenango",0:10:00,"Agencia Mazatenango",NO,"Sin Cobertura",,EBANO
718,C500,08.4.122,CAJERO,"ATM PLAZA PALMERAS II (C500) FORZA",DEPARTAMENTAL,"Frente a local No. 28, C.C. Plaza Palmeras, Escuin",0:10:00,"Agencia Escuintla",NO,"Sin Cobertura",,EBANO
719,C501,08.4.123,CAJERO,"ATM LA TORRE RETALHULEU (C501) FORZA",DEPARTAMENTAL,"5 Avenida y 5 Calle "A""  Esquina, Zona 1, edificio"",0:10:00,"Agencia Retalhuleu",NO,"Sin Cobertura",NO,EBANO
720,C503,08.4.121,CAJERO,"ATM LA TORRE PORTAL PETAPA (C503) FORZA",LOCAL,"45 Calle 19-40 Zona 12 C. C. El Gran Portal Petapa",0:10:00,"Base Shell Santa Elisa",NO,0.006944444,Haiti,EBANO
721,C504,08.3.160,CAJERO,"ATM WALMART VILLA NUEVA II (C504) AGENCIA",LOCAL,"Km. 17 carretera pacifico entrada Barcenas",0:10:00,"Base Villa Nueva",NO,0.006944444,Nazaret,EBANO
722,C505,08.5.113,CAJERO,"ATM PEPSI NARANJO (C505) PROSEGUR",LOCAL,"14 av. 18-44 z.4 Condado el Naranjo",0:10:00,"Base Shell Kaminal",NO,"Sin Cobertura",,EBANO
723,C506,08.5.114,CAJERO,"ATM PEPSI ZONA 12 (C506) FORZA",LOCAL,"43 calle 1-10 z.12 col. Monte maria",0:10:00,"Base Shell Aguilar Batres",NO,"Sin Cobertura",,EBANO
724,C507,08.5.115,CAJERO,"ATM COLUMBUS (C507) PROSEGUR",LOCAL,"Avenida Las Américas 18-81 zona 14",0:10:00,Américas,NO,"Sin Cobertura",,EBANO
725,C508,08.3.162,CAJERO,"ATM TECUN UMAN (C508) AGENCIA",DEPARTAMENTAL,"1av. 4-38 z.a Tecun Uman San Marcos",0:10:00,"Agencia San Marcos",NO,"Sin Cobertura",,EBANO
726,C509,08.3.163,CAJERO,"ATM SN. JUAN SACATEPEQUEZ (C509) AGENCIA",LOCAL,"6ta avenida 9-03 z.1 sacatepequez",1:00:00,"Base Shell Florida",NO,"Sin Cobertura",,EBANO
727,C510,08.3.164,CAJERO,"ATM SAN ANTONIO SUCHITEPEQUEZ (C510) AGENCIA",DEPARTAMENTAL,"4a. Calle y 2a. Avenida esquina, zona 1 C.C. Plaza",0:25:00,"Agencia Mazatenango",NO,"Sin Cobertura",,EBANO
728,C512,08.3.169,CAJERO,"ATM AUTO CONDADO CONCEPCION (C512) AGENCIA",LOCAL,"Km 15.5 Carretera al Salvador , Condado Concepción",0:10:00,"Base Condado",SI,"Sin Cobertura",,EBANO
729,C513,08.4.130,CAJERO,"ATM SELECT ESCUINTLA PUERTO QUETZAL (C513) FORZA",DEPARTAMENTAL,"Kilometro 61.4 Ruta CA-2 Sur Cantón o Caserío Chic",0:10:00,"Agencia Escuintla",NO,"Sin Cobertura",,EBANO
730,C514,08.4.126,CAJERO,"ATM SELECT CAYALA  (C514) PROSEGUR",LOCAL,"Boulevard Rafael Landivar Entrada a la colonia Lom",0:10:00," Base B.I. Vista Hermosa",NO,"Sin Cobertura",,EBANO
731,C515,08.4.127,CAJERO,"ATM SELECT LINDA VISTA (C515) PROSEGUR",LOCAL,"Km. 19.8 de la Ruta CA-9, de sur a norte, Villa Nu",0:10:00,"Base Villa Nueva",NO,"Sin Cobertura",,EBANO
732,C516,08.3.166,CAJERO,"ATM SANTO TOMAS III (C516) AGENCIA",DEPARTAMENTAL,"Edificio Plan de Prestaciones del trabajador Portu",0:15:00,"Agencia Pto. Barrios",NO,"Sin Cobertura",,EBANO
733,C517,08.3.167,CAJERO,"ATM LA BRIGADA I (C517) PROSEGUR",LOCAL,"Avenida La Brigada 13-30 zona 7,  Colonia San Igna",0:10:00,"Base Oficinas Centrales",NO,"Sin Cobertura",,EBANO
734,C518,08.3.168,CAJERO,"ATM LA BRIGADA II (C518) PROSEGUR",LOCAL,"Avenida La Brigada 13-30 zona 7,  Colonia San Igna",0:10:00,"Base Oficinas Centrales",NO,"Sin Cobertura",,EBANO
735,C519,08.4.125,CAJERO,"ATM BURGER KING AMERICAS (C519) PROSEGUR",LOCAL,"Avenida Las Américas 9-38 Zona 13",0:10:00,"Base Americas",NO,"Sin Cobertura",,EBANO
736,C520,08.4.124,CAJERO,"ATM PRICE SMART FRAIJANES (C520) PROSEGUR",LOCAL,"Km. 20,5 Carretera a El Salvador, Fraijanes, Guate",0:15:00,"Base Shell Condado",NO,0.010416667,Londres,EBANO
737,C521,08.3.170,CAJERO,"ATM EL ENCINAL (C521) AGENCIA",LOCAL,"Calle de los Pinos intersección Calle del Cementer",0:10:00,"Base Oficinas Centrales",PREAUTORIZADO,"Sin Cobertura",,EBANO
738,C522,08.4.128,CAJERO,"ATM GALERIAS PRIMMA (C522) AGENCIA",LOCAL,"Calzada Roosevelt 14-82 zona 7 C.C. Galerias Primm",0:10:00,Roosevelt,NO,"Sin Cobertura",,EBANO
739,C523,08.4.129,CAJERO,"ATM PRIMMA PEATONAL (C523) AGENCIA",LOCAL,"CALZ. ROOSEVELT 14-87 ZONA 7 C.C. PRIMMA ",0:10:00,"Base Shell Kaminal",NO,"Sin Cobertura",,EBANO
740,C524,08.3.173,CAJERO,"ATM PRADERA CHIQUIMULA (C524) AGENCIA",DEPARTAMENTAL,"Km 167 C.C. Pradera Chiquimula locales 114, 115 y",0:10:00,"Agencia Chiquimula",NO,"Sin Cobertura",,EBANO
741,C525,08.3.172,CAJERO,"ATM PRADERA PALIN ESCUINTLA (C525) AGENCIA",DEPARTAMENTAL,"1era. Ave. 7-67 zona 2 Barrio San Lucas Palín Escu",0:10:00,"Agencia Escuintla",NO,"Sin Cobertura",,EBANO
742,C526,08.3.171,CAJERO,"ATM PRADERA LINDA VISTA (C526) AGENCIA",LOCAL,"0 Ave. 2-60 zona 10 Colonia Guatel, Villa Nueva",0:10:00,"Base Villa Nueva",SI,"Sin Cobertura",,EBANO
743,C527,08.3.174,CAJERO,"ATM EUROPLAZA II (C527) AGENCIA",LOCAL,"5ave. 5-55 Zona 14 1er. Nivel Torre I",0:10:00,"Base Americas",NO,"Sin Cobertura",,EBANO
744,C528,08.4.146,CAJERO,"ATM DESP. AVENIDA ELENA (C528) PROSEGUR",LOCAL,"Avenida Elena 12-59 Zona 1",0:10:00,"Base Shell Zona 1",NO,0.006944444,Dublin,EBANO
745,C530,08.4.149,CAJERO,"ATM DESP. ZONA 2 (C530) PROSEGUR",LOCAL,"1a. Calle 10-35 Zona 2, Guatemala, Guatemala",0:10:00,"Base B.I. Parroquia",NO,0.006944444,España,EBANO
746,C531,08.4.148,CAJERO,"ATM DESP. COLON (C531) PROSEGUR",LOCAL,"14 Avenida 5-19 Zona 1",0:10:00,"Base Shell Zona 1",NO,0.006944444,Alaska,EBANO
747,C533,08.4.151,CAJERO,"ATM DESP. ZONA 5 (C533) PROSEGUR",LOCAL,"27 Calle 13-50 zona 5, Guatemala, Guatemala",0:10:00,"Base Texaco 24 Calle ",NO,0.006944444,Canada,EBANO
748,C534,08.4.152,CAJERO,"ATM DESP. SAN MARTIN (C534) PROSEGUR",LOCAL,"4a. Calle 20-12 Zona 6, Guatemala, Guatemala",0:10:00,"Base B.I. Parroquia",NO,0.006944444,España,EBANO
749,C535,08.4.153,CAJERO,"ATM DESP. ALAMEDA (C535) PROSEGUR",LOCAL,"15 Avenida 2-88 Zona 6, Guatemala, Guatemala",0:10:00,"Base B.I. Parroquia",NO,0.006944444,España,EBANO
750,C536,08.4.156,CAJERO,"ATM DESP. JOCOTALES (C536) PROSEGUR",LOCAL,"15 Avenida Lote 12 San José Jocotales Zona 6, Chinautla",0:10:00,"Base B.I. Parroquia",NO,0.010416667,España,EBANO
751,C537,08.4.157,CAJERO,"ATM DESP. QUINTA SAMAYOA (C537) PROSEGUR",LOCAL,"5a. Calle 12-61 Zona 7, Colonia Quinta Samayora, ",0:10:00,"Base Shell Kaminal",NO,0.006944444,Francia,EBANO
752,C538,08.4.154,CAJERO,"ATM PAIZ UTATLAN (C538) FORZA",LOCAL,"2a Calle A Utlatan II 32-25 Zona 11",0:10:00,"Base Shell Aguilar Batres",NO,0.006944444,Francia,EBANO
753,C539,08.4.158,CAJERO,"ATM PAIZ NOVICENTRO (C539) FORZA",LOCAL,"17 Av. 26-75 Zona 11",0:10:00,"Base Shell Aguilar Batres",NO,0.006944444,Francia,EBANO
754,C540,08.4.160,CAJERO,"ATM MINI DESP. FLORIDA (C540) FORZA",LOCAL,"10a. Avenida 4-45 Zona 19, Colonia La Florida",0:10:00,"Base Shell Florida",NO,0.006944444,Milan,EBANO
755,C541,08.4.161,CAJERO,"ATM DESP. SAN FRANCISCO (C541) PROSEGUR",LOCAL,"Boulevar el Caminero 13-48 Col.San Francisco Zona",0:10:00,"Base Shell Florida",NO,0.010416667,Milan,EBANO
756,C542,08.4.155,CAJERO,"ATM DESP. SAN IGNACIO (C542) PROSEGUR",LOCAL,"Avenida La Brigada 13-92 A Zona 7, Colonia San Ignacio",0:10:00,"Base Oficinas Centrales",NO,0.010416667,Milan,EBANO
757,C543,08.4.184,CAJERO,"ATM DESP. S. JUAN SACAT. (C543) FORZA",LOCAL,"6a. Avenida 8-00 Zona 4, San Juan Sacatepequez, Gu",1:00:00,"Base Shell Florida",NO,"Sin cobertura",NO,EBANO
758,C544,08.4.171,CAJERO,"ATM DESP. CIUDAD QUETZAL (C544) FORZA",LOCAL,"Lotes: 1,2,3,4,5,6,19,20,21,22,23 y 24 Manzana P Sacatepequez",0:10:00,"Base Shell Florida",NO,"Sin cobertura",NO,EBANO
759,C546,08.4.162,CAJERO,"ATM DESP. NIMAJUYU (C546) FORZA",LOCAL,"14 Calle 6-50 Zona 21, Colonia Nimajuyú",0:10:00,"Base Shell Santa Elisa",NO,0.006944444,Haiti,EBANO
760,C547,08.4.163,CAJERO,"ATM DESP. JUSTO RUFINO B (C547) FORZA",LOCAL,"6ta Calle 12-00 Zona 21 Justo Rufino Barrios",0:10:00,"Base Shell Santa Elisa",NO,0.006944444,Haiti,EBANO
761,C548,08.4.166,CAJERO,"ATM DESP. SAN MIG. PETA. (C548) FORZA",LOCAL,"0 Calle 1-62 Zona 9, San Miguel Petapa, Guatemala",0:20:00,"Base Villa Nueva",NO,0.010416667,Nazaret,EBANO
762,C549,08.4.164,CAJERO,"ATM DESP. VILLA CANALES  (C549) FORZA",LOCAL,"9a. Calle 3-10 Zona 1 , Villa Canales",0:20:00,"Base Villa Nueva",NO,0.010416667,Nazaret,EBANO
763,C551,08.4.170,CAJERO,"ATM DESP. ZONA 10 (C551) FORZA",LOCAL,"20 Calle 15-50 Zona 10, Guatemala, Guatemala",0:10:00,"Base Zona 10",NO,0.006944444,Japon,EBANO
764,C552,08.4.167,CAJERO,"ATM DESP. LOMAS DEL NORTE (C552) PROSEGUR",LOCAL,"11 Calle 13-18 zona 17 Lomas del Norte",0:10:00,"Base Shell Norte",NO,0.006944444,Canada,EBANO
765,C553,08.4.168,CAJERO,"ATM DESP. ZONA 18 (C553) PROSEGUR",LOCAL,"12 Calle 4-95 Diagonal 27 Manzana 6, Zona 18",0:10:00,"Base Shell Norte",NO,0.010416667,España,EBANO
766,C554,08.4.169,CAJERO,"ATM DESP. PETAPA (C554) FORZA",LOCAL,"Avenida Petapa 9-02 Zona 12, Guatemala",0:10:00,"Base Shell Santa Elisa",NO,0.006944444,Grecia,EBANO
767,C555,08.4.185,CAJERO,"ATM DESP. S. JOSE PINULA (C555) PROSEGUR",LOCAL,"Locales del 107 al 109 y 207 C.C. San José, Calle",0:10:00,"Base Shell Condado",NO,0.013888889,Londres,EBANO
768,C556,08.4.131,CAJERO,"ATM SELECT SAN CRISTOBAL II (C556) FORZA",LOCAL,"3 calle 10-24 y 10-48  Sector A-9 zona 8 San Crist",0:10:00,"Base Shell Aguilar Batres",NO,"Sin Cobertura",,EBANO
769,C557,08.3.175,CAJERO,"ATM PARROQUIA II (C557) AGENCIA",LOCAL,"Calzada José Milla y Vidaurre 17-30 zona 6",0:10:00,"Base B.I. Parroquia",NO,"Sin Cobertura",,EBANO
770,C558,08.4.133,CAJERO,"ATM C. C. REAL DEL PARQUE (C558) PROSEGUR",LOCAL,"7 Avenida y 8 Calle esquina Zona 1 ( 1er nivel )",0:10:00,"Zona 1",NO,"Sin Cobertura",,EBANO
771,C559,08.4.132,CAJERO,"ATM PLAZA GRECIA (C559) PROSEGUR",LOCAL,"Avenida Petapa 47-79 Zona 12, C. C. Plaza Grecia,",0:10:00,"Base Shell Santa Elisa",NO,"Sin Cobertura",,EBANO
772,C561,08.4.136,CAJERO,"ATM LA TORRE VILLA HERMOSA (C561) PROSEGUR",LOCAL,"Calle 20-24 Zona 7, Villa Hermosa I, San Miguel Petapa",0:20:00,"Base Villa Nueva",NO,0.006944444,Haiti,EBANO
773,C562,08.5.120,CAJERO,"ATM EDIFICIO ARISTOS (C562) PROSEGUR",LOCAL,"Avenida Reforma 7-62 Zona 9, 1er nivel, Guatemala.",0:10:00,"Zona 9",NO,"Sin Cobertura",,EBANO
774,C564,08.5.118,CAJERO,"ATM LA FRAGUA BARCENAS  (C564) FORZA",LOCAL,"Km 17,5  Carretera al Pacifico, de Norte a Sur, Ba",0:10:00,"Base Villa Nueva",NO,0.006944444,Nazaret,EBANO
775,C565,08.3.177,CAJERO,"ATM ROOSEVELT IV COTIO  (C565) AGENCIA",LOCAL,"4 Avenida "B"" 0-36 Zona 2, Mixco, Colonia Cotió"",0:10:00,"Base Oficinas Centrales",NO,"Sin Cobertura",,EBANO
776,C566,08.4.134,CAJERO,"ATM MUNDO MAYA (C566) AGENCIA",DEPARTAMENTAL,"C. C. Metro Plaza Mundo Maya local 20 Samta Elena",0:10:00,"Agencia Petén",NO,"Sin Cobertura",,EBANO
777,C567,08.3.176,CAJERO,"ATM PREMIUN PRADERA CONCEPCION (C567) AGENCIA",LOCAL,"Carretera al Salvador Km. 15.5 Edificio Condado Co",0:10:00,"Base Shell Condado",NO,"Sin Cobertura",,EBANO
778,C568,08.4.140,CAJERO,"ATM LA TORRE QUETZALTENANGO (C568) FORZA",DEPARTAMENTAL,"9 Calle ave. Las Américas 9-20 zona 9 Quetzaltenan",0:10:00,"Agencia Xela",NO,0.006944444,XELA,EBANO
779,C569,08.5.119,CAJERO,"ATM PEPSI VILLA NUEVA (C569) PROSEGUR",LOCAL,"Carretera al Pacifico km 19.5 complejo de Bodegas",0:10:00,"Base Villa Nueva",NO,"Sin Cobertura",,EBANO
780,C572,08.3.179,CAJERO,"ATM METRO CENTRO III (C572) PROSEGUR",LOCAL,"0 Calle 16-14 Z. 4 Villa Nueva, 2do. Nivel, Frente",0:10:00,"Base Villa Nueva",NO,"Sin Cobertura",,EBANO
781,C573,08.4.137,CAJERO,"ATM C.C. MUNICIPAL VILLA NUEVA (C573)  PROSEGUR",LOCAL,"6 Calle 17-45 Zona 4 Villa Nueva, Guatemala",0:10:00,"Base Villa Nueva",NO,"Sin Cobertura",,EBANO
782,C574,08.4.197,CAJERO,"ATM C.C. PASEO DE LAS FLORES (C574) PROSEGUR",LOCAL,"Km 18 carretera a Pavon interior Centro Comercial",0:10:00,"Base Shell Condado",NO,"Sin Cobertura",,EBANO
783,C575,08.4.138,CAJERO,"ATM ANTIGUA III (CAFE BARISTA) (C575) FORZA",DEPARTAMENTAL,"4 calle Poniente y 5 avenida Norte , numero 12",0:10:00,"Agencia Antigua",NO,"Sin Cobertura",,EBANO
784,C576,08.4.139,CAJERO,"ATM ANTIGUA IV (CAFE BARISTA) (C576) FORZA",DEPARTAMENTAL,"4 calle Poniente y 5 avenida Norte , numero 12",0:10:00,"Agencia Antigua",NO,"Sin Cobertura",,EBANO
785,C577,08.5.122,CAJERO,"ATM PEPSI CUYOTENANGO (C577) FORZA",DEPARTAMENTAL,"Km 166 Carretera al Pacifico, Cuyotenango, Suchite",0:20:00,"Agencia Mazatenango",NO,"Sin Cobertura",,EBANO
786,C578,08.5.123,CAJERO,"ATM LIGA DEL CORAZON (C578) PROSEGUR",LOCAL,"14 Calle "A"" 2-55 Zona 1, Guatemala"",0:10:00,"Zona 1",NO,"Sin Cobertura",,EBANO
787,C579,08.4.142,CAJERO,"ATM LA TORRE BOCA DEL MONTE (C579) PROSEGUR",LOCAL,"1 Avenida 2-51 Zona 1 Boca del Monte Villa Canales",0:10:00,"Amatitlan - Americas",NO,0.010416667,"Italia - Haiti",EBANO
788,C580,08.3.180,CAJERO,"ATM BARILLAS (C580) AGENCIA",DEPARTAMENTAL,"7a. Calle 3-28 zona 1 Municipio de la Villa de Barillas","Sin cobertura",,NO,"Sin Cobertura",,EBANO
789,C581,08.3.181,CAJERO,"ATM IPALA (C581) AGENCIA",DEPARTAMENTAL,"2da. Calle 1-78 zona 1, Centro Comercial Ipala Chi",0:45:00,"Agencia Chiquimula",SI,"Sin Cobertura",,EBANO
790,C582,08.3.182,CAJERO,"ATM AUTO PLAZA PRIMMA (C582) AGENCIA",LOCAL,"Calzada Roosevelt 14-82 zona 7 C.C. Galerias Primma",0:10:00,"Base Shell Kaminal",NO,"Sin Cobertura",,EBANO
791,C584,08.5.126,CAJERO,"ATM PDH (C584) FORZA",LOCAL,"13 Calle 11-53 zona 1",0:10:00,"Zona 1",NO,"Sin Cobertura",,EBANO
792,C585,08.4.143,CAJERO,"ATM MEYCOS SAN CRISTOBAL (C585) PROSEGUR",LOCAL,"Boulevard Principal 18-95 Zona 8 Mixco Ciudad San Cristobal",0:10:00,"Base Shell Aguilar Batres",NO,"Sin Cobertura",,EBANO
793,C586,08.4.144,CAJERO,"ATM LA TORRE ZONA 5  (C586) PROSEGUR",LOCAL,"12 calle B 36-24 zona 5, Jardines de la Asunción.",0:10:00,"Base Texaco 24 Calle ",NO,0.006944444,Canada,EBANO
794,C588,08.5.125,CAJERO,"ATM CLUB HERCULES (C588) PROSEGUR",LOCAL,"Diagonal 6, 17-57 Zona 10, Guatemala",0:10:00,"Base Zona 10",NO,"Sin Cobertura",,EBANO
795,C589,08.4.172,CAJERO,"ATM MAXI BODEGA VILLA HER.  (C589) FORZA",LOCAL,"20 calle 33-65 zona 7, Villa Hermosa I",0:20:00,"Base Villa Nueva",NO,0.006944444,Haiti,EBANO
796,C590,08.4.173,CAJERO,"ATM DESP. ESCUINTLA (C590) FORZA",DEPARTAMENTAL,"8a. Calle A 4-33 Zona 1, Escuintla",0:10:00,"Agencia Escuintla",NO,0.006944444,ESCUINTLA,EBANO
797,C591,08.4.174,CAJERO,"ATM MAXI BODEGA ESCUINTLA (C591) FORZA",DEPARTAMENTAL,"C.C. Pradera Escuintla, 1a Av. 1-40, Zona 3",0:10:00,"Agencia Escuintla",NO,0.006944444,ESCUINTLA,EBANO
798,C592,08.4.176,CAJERO,"ATM DESP. SANTA LUCIA (C592) FORZA",DEPARTAMENTAL,"3a. Avenida 4-31 Zona 1, Santa Lucía Cotzumalguapa",0:10:00,"Agencia Santa Lucia",NO,"Sin Cobertura",NO,EBANO
799,C593,08.4.236,CAJERO,"ATM DESP. PUERTO SAN JO. (C593) PROSEGUR",DEPARTAMENTAL,"Ave 30 de Junio Frente Edificio Municipal, Pto de",0:10:00,"Agencia Pto. San Jóse",NO,"Sin Cobertura",NO,EBANO
800,C595,08.4.177,CAJERO,"ATM MAXI BODEGA SANTA LUCIA (C595) FORZA",DEPARTAMENTAL,"Km. 89.5 Carretera al Pacifico, Santa Lucia Cotzum",0:10:00,"Agencia Santa Lucia",NO,"Sin Cobertura",NO,EBANO
801,C596,08.4.178,CAJERO,"ATM DESP. TIQUISATE (C596) FORZA",DEPARTAMENTAL,"1a. Avenida 7-3 Zona 2, Tiquisate, Escuintla.",0:10:00,"Agencia Tiquisate",NO,"Sin Cobertura",NO,EBANO
802,C597,08.4.179,CAJERO,"ATM DESP. NUEVA CONCEPCION (C597) FORZA",DEPARTAMENTAL,"Lote 170 Sector "B"", Nueva Concepción, Escuintla"",0:25:00,"Agencia Escuintla",NO,"Sin Cobertura",NO,EBANO
803,C598,08.4.180,CAJERO,"ATM DESP. LA GOMERA (C598) PROSEGUR",DEPARTAMENTAL,"4ta. avenida 3-00 z. 1 La Gomera",0:35:00,"Agencia Escuintla",NO,"Sin Cobertura",NO,EBANO
804,C599,08.4.228,CAJERO,"ATM DESP. PATULUL (C599) FORZA",DEPARTAMENTAL,"2a. Avenida 4-61, Patulul, Suchitepequez",0:35:00,"Agencia Santa Lucia",NO,"Sin Cobertura",NO,EBANO
805,C600,08.4.181,CAJERO,"ATM DESP. CHIMALTENANGO (C600) FORZA",DEPARTAMENTAL,"5a. Avenia 3-05 Zona 2, Chimaltenango",0:10:00,"Agencia Chimaltgo.",NO,0.006944444,CHIMALTENANGO,EBANO
806,C601,08.4.182,CAJERO,"ATM DESP. TECPAN (C601) FORZA",DEPARTAMENTAL,"2a. Calle 1-10 zona 1, Tecpán Guatemala, Chimalten",0:50:00,"Agencia Chimaltgo.",NO,"Sin Cobertura",NO,EBANO
807,C602,08.4.186,CAJERO,"ATM DESP. PATZUN (C602) FORZA",DEPARTAMENTAL,"6 avenida frente al mercado municipal de Patzun, Chimaltenango",1:00:00,"Agencia Chimaltgo.",NO,"Sin Cobertura",NO,EBANO
808,C603,08.4.183,CAJERO,"ATM DESP. ANTIGUA (C603) FORZA",DEPARTAMENTAL,"Casa No. 5 de la Calzada Santa Lucía Norte, Antigua Guatemala",0:10:00,"Agencia Antigua",NO,0.006944444,ANTIGUA,EBANO
809,C604,08.4.237,CAJERO,"ATM DESP. SANTIAGO SAC. (C604) FORZA",DEPARTAMENTAL,"5ª.  Avenida a la par de la municipalidad de Santi",0:15:00,"Agencia Antigua",NO,0.006944444,"SAN LUCAS",EBANO
810,C605,08.4.244,CAJERO,"ATM DESP. SOLOLA (C605) FORZA",DEPARTAMENTAL,"6a. Avenida Poniente y 9a. Calle Zona 1, Sololá, S",0:30:00,"Agencia Panajachel",NO,"Sin Cobertura",NO,EBANO
811,C606,08.4.187,CAJERO,"ATM DESP. SANARATE (C606) PROSEGUR",DEPARTAMENTAL,"Av. Ismael Arriaza 2-01 Zona 4, Sanarate.",0:10:00,"Patrullero Sanarate",NO,"Sin Cobertura",NO,EBANO
812,C607,08.4.245,CAJERO,"ATM DESP. GUASTATOYA (C607) PROSEGUR",DEPARTAMENTAL,"2a. Avenida Barrio la Democracia, Guastatoya",0:10:00,"Agencia El Progreso",NO,"Sin Cobertura",NO,EBANO
813,C609,08.4.210,CAJERO,"ATM DESP. TECULUTAN (C609) FORZA",DEPARTAMENTAL,"kilometro 121.5 Carretera al Atlantico, Teculutan,",0:10:00,"Agencia Teculutan",NO,"Sin Cobertura",NO,EBANO
814,C610,08.4.211,CAJERO,"ATM DESP. MAZATE II  (C610) FORZA",DEPARTAMENTAL,"1 av. 8-25 z1 Mazatenango",0:10:00,"Agencia Mazatenango",NO,0.006944444,MAZATENANGO,EBANO
815,C611,08.4.212,CAJERO,"ATM DESP. S. ANTO. SUCHI (C611) FORZA",DEPARTAMENTAL,"4a Calle y 2da Avenida Esquina Zona 1 San Antonio Suchitepequez",0:25:00,"Agencia Mazatenango",NO,0.006944444,MAZATENANGO,EBANO
